Duration,latitude,longitude,Nearest town,State,Source,Max Gust speed,Max Gust direction,Max Mean Wind speed,Max Mean Wind direction,Path length,Path width,Path direction,Fujita scale,acq_date,acq_time,Year,Month,season
0,-27.0667,152.9667,CABOOLTURE,QLD,,0,0,0,0,0,0,0,0,2009-08-12,07:00:00,2009,8,4
0,-27.03,153.47,Cape Moreton,QLD,,51,0,0,0,0,0,0,0,2009-10-13,07:21:00,2009,10,1
0,-27.05,153.27,Spitfire Channel,QLD,,51,0,0,0,0,0,0,0,2009-10-13,07:12:00,2009,10,1
0,-27.48,153.04,Brisbane City,QLD,,50,0,0,0,0,0,0,0,2009-10-13,06:16:00,2009,10,1
0,-27.4679,153.0483,NEW FARM,QLD,,0,0,0,0,0,0,0,0,2009-10-13,05:00:00,2009,10,1
0,-27.4896,153.0552,COORPAROO,QLD,,0,0,0,0,0,0,0,0,2009-10-13,05:00:00,2009,10,1
0,-26.8509,152.958,BEERWAH,QLD,Sara Wessling,0,0,0,0,0,0,0,0,2009-10-13,07:00:00,2009,10,1
0,-25.8985,139.3515,BIRDSVILLE,QLD,,49,0,0,0,0,0,0,0,2009-10-25,05:41:00,2009,10,1
0,-18.76,138.71,Century Mine,QLD,,50,70,37,70,0,0,0,0,2009-10-31,04:42:00,2009,10,1
0,-27.7465,153.0302,MUNRUBEN,QLD,,0,0,0,0,0,0,0,0,2009-03-16,05:00:00,2009,3,3
0,-27.9401,153.2427,GUANABA,QLD,,0,0,0,0,0,0,0,0,2009-02-20,05:00:00,2009,2,2
0,-27.5592,151.9536,TOOWOOMBA,QLD,,0,0,0,0,0,0,0,0,2009-01-01,00:00:00,2009,1,2
0,-28.4162,151.08,INGLEWOOD,QLD,,0,0,0,0,0,0,0,0,2009-01-01,00:00:00,2009,1,2
0,-28.0167,143.8,THARGOMINDAH,QLD,,52,0,0,0,0,0,0,0,2009-01-11,14:00:00,2009,1,2
0,-20.0765,146.2614,CHARTERS TOWERS,QLD,,0,0,0,0,0,0,0,0,2008-12-02,00:00:00,2008,12,2
0,-28.7942,114.7011,GERALDTON AERODROME,WA,,55,330,31,340,0,0,0,0,2009-07-08,17:09:00,2009,7,4
0,-34.375,115.1364,CAPE LEEUWIN LIGHTHOUSE,WA,,61,250,50,250,0,0,0,0,2009-07-20,12:23:00,2009,7,4
0,-33.5381,115.0186,CAPE NATURALISTE LIGHTHOUSE,WA,,59,240,42,240,0,0,0,0,2009-07-20,10:53:00,2009,7,4
0,-31.9544,116.0492,GOOSEBERRY HILL,WA,,53,240,36,240,0,0,0,0,2009-07-20,16:01:00,2009,7,4
0,-33.6439,115.3442,BUSSELTON JETTY,WA,,49,320,26,330,0,0,0,0,2009-08-11,18:04:00,2009,8,4
0,-34.375,115.1364,CAPE LEEUWIN LIGHTHOUSE,WA,,54,290,34,310,0,0,0,0,2009-08-12,01:41:00,2009,8,4
0,-34.375,115.1364,CAPE LEEUWIN LIGHTHOUSE,WA,,63,290,48,290,0,0,0,0,2009-08-14,03:00:00,2009,8,4
0,-32.0061,115.5369,ROTTNEST ISLAND AERODROME,WA,,55,230,31,230,0,0,0,0,2009-08-15,05:24:00,2009,8,4
0,-33.6439,115.3442,BUSSELTON JETTY,WA,,64,290,47,290,0,0,0,0,2009-09-10,05:42:00,2009,9,1
0,-32.0997,115.8761,JANDAKOT AIRPORT,WA,,49,310,32,310,0,0,0,0,2009-09-10,00:17:00,2009,9,1
0,-25.0306,128.3,GILES METEOROLOGICAL STATION,WA,,50,240,18,290,0,0,0,0,2009-09-16,07:13:00,2009,9,1
0,-32.0061,115.5369,ROTTNEST ISLAND AERODROME,WA,,56,230,37,230,0,0,0,0,2009-09-21,08:46:00,2009,9,1
0,-23.3583,119.7303,NEWMAN,WA,,35,230,20,230,0,0,0,0,2009-09-28,04:00:00,2009,9,1
35,-18.1394,125.775,FOSSIL DOWNS,WA,Fossil Downs statiion,0,0,0,0,0,0,0,0,2009-10-05,08:30:00,2009,10,1
0,-30.8436,128.1122,FORREST AERODROME,WA,,50,300,35,300,0,0,0,0,2009-10-10,14:24:00,2009,10,1
0,-31.9544,116.0492,GOOSEBERRY HILL,WA,,52,90,32,90,0,0,0,0,2009-10-24,18:30:00,2009,10,1
0,-33.8656,121.8878,ESPERANCE,WA,,65,360,27,350,0,0,0,0,2009-11-06,12:04:00,2009,11,1
0,-30.8436,128.1122,FORREST,WA,,53,18,23,170,0,0,0,0,2009-11-08,08:43:00,2009,11,1
0,-30.8936,116.7186,WONGAN HILLS,WA,,0,0,0,0,0,0,0,0,2009-11-11,08:00:00,2009,11,1
0,-29.2117,116.0106,MORAWA,WA,,59,320,16,280,0,0,0,0,2009-11-12,07:33:00,2009,11,1
0,-28.6233,122.4011,LAVERTON,WA,,64,295,24,330,0,0,0,0,2009-11-17,06:29:00,2009,11,1
0,-15.5053,128.1519,WYNDHAM AERODROME,WA,,51,130,32,130,0,0,0,0,2009-12-02,05:40:00,2009,12,2
0,-28.8853,121.3311,LEONORA,WA,,50,290,22,280,0,0,0,0,2009-12-15,11:40:00,2009,12,2
0,-23.1958,117.7039,PARABURDOO,WA,,54,260,25,270,0,0,0,0,2009-12-15,12:20:00,2009,12,2
0,0.0,0.0,Southern Cross,WA,,50,345,27,340,0,0,0,0,2009-12-22,07:04:00,2009,12,2
0,-31.6228,117.2164,CUNDERDIN AERODROME,WA,,51,295,30,300,0,0,0,0,2009-11-18,06:16:00,2009,11,1
0,-23.1958,117.7039,PARABURDOO,WA,,49,303,20,320,0,0,0,0,2010-01-04,07:51:00,2010,1,2
0,-31.2272,119.3267,SOUTHERN CROSS,WA,,49,278,26,260,0,0,0,0,2010-01-06,12:49:00,2010,1,2
0,-31.1122,117.7919,TRAYNING,WA,,0,0,0,0,0,0,0,0,2010-01-09,07:00:00,2010,1,2
32,-29.6477,138.0649,MARREE,SA,Marree AWS,60,290,0,0,0,0,0,0,2009-11-21,17:58:00,2009,11,1
0,-22.2317,114.0872,LEARMONTH AERODROME,WA,,53,90,36,90,0,0,0,0,2010-01-15,12:53:00,2010,1,2
0,-35.9371,148.3779,Cabramurra,NSW,CBMR AWS,52,290,16,290,0,0,0,0,2009-08-29,05:36:00,2009,8,4
0,-35.9371,148.3779,Cabramurra,NSW,CBMR AWS,50,290,30,290,0,0,0,0,2009-08-29,05:25:00,2009,8,4
0,-30.9484,149.0679,BARADINE,NSW,9am synop,0,0,0,0,0,0,0,0,2009-09-04,00:00:00,2009,9,1
0,-27.1,151.2,Dalby,QLD,,55,0,0,0,0,0,0,0,2009-11-13,08:44:00,2009,11,1
0,-27.1,151.2,Dalby,QLD,,59,0,0,0,0,0,0,0,2009-11-17,05:56:00,2009,11,1
0,-25.53,139.21,Birdsville,QLD,,51,0,0,0,0,0,0,0,2009-11-19,10:09:00,2009,11,1
0,-20.43,143.08,Richmond,QLD,,67,0,0,0,0,0,0,0,2009-11-23,05:50:00,2009,11,1
0,-27.19,153.03,Deagon,QLD,,0,0,0,0,0,0,0,0,2009-11-29,05:00:00,2009,11,1
0,-25.55,153.11,Double Island Point,QLD,,71,0,0,0,0,0,0,0,2009-11-29,02:25:00,2009,11,1
0,-25.48,152.37,Bauple,QLD,,0,0,0,0,0,0,0,0,2009-12-01,00:00:00,2009,12,2
0,-23.07,150.44,Yeppoon,QLD,,60,0,0,0,0,0,0,0,2009-12-02,04:00:00,2009,12,2
0,-23.07,150.44,Yeppoon,QLD,,60,0,0,0,0,0,0,0,2009-12-02,04:00:00,2009,12,2
0,-26.32,151.5,Kingaroy,QLD,,52,0,0,0,0,0,0,0,2009-12-12,04:15:00,2009,12,2
0,-20.21,148.57,Hamilton Island,QLD,,60,0,0,0,0,0,0,0,2009-12-19,17:00:00,2009,12,2
0,-28.02,148.34,St George,QLD,,71,0,0,0,0,0,0,0,2009-12-22,03:00:00,2009,12,2
0,-20.39,141.44,Julia Creek,QLD,,65,0,0,0,0,0,0,0,2009-12-22,07:39:00,2009,12,2
0,-27.26,141.38,Ballera,QLD,,50,0,0,0,0,0,0,0,2009-12-24,04:45:00,2009,12,2
0,-26.24,146.14,Charleville,QLD,,51,0,0,0,0,0,0,0,2010-01-14,09:54:00,2010,1,2
0,-16.45,145.58,Green Island,QLD,,49,0,0,0,0,0,0,0,2010-01-23,17:00:00,2010,1,2
0,-27.26,141.38,Ballera,QLD,,50,0,0,0,0,0,0,0,2010-01-24,04:45:00,2010,1,2
0,-28.1,153.32,Coolangatta,QLD,,51,0,0,0,0,0,0,0,2010-01-27,06:50:00,2010,1,2
0,-27.33,152.16,Gatton UQ,QLD,,59,0,0,0,0,0,0,0,2010-04-29,04:03:00,2010,4,3
0,-18.32,146.2,Lucinda,QLD,,49,0,0,0,0,0,0,0,2010-01-30,08:06:00,2010,1,2
0,-23.26,144.15,Longreach,QLD,,55,0,0,0,0,0,0,0,2010-01-30,17:03:00,2010,1,2
0,-33.5817,150.6179,BOWEN MOUNTAIN,NSW,Spotter,0,0,0,0,0,0,0,0,2009-09-07,07:00:00,2009,9,1
0,-34.0484,150.6846,CAMDEN AERODROME,NSW,Camden AP Tower,50,0,0,0,0,0,0,0,2009-09-07,07:20:00,2009,9,1
0,-33.3817,148.0012,FORBES,NSW,AWS,51,280,0,0,0,0,0,0,2009-09-22,04:53:00,2009,9,1
0,-34.8817,150.6012,NOWRA,NSW,Nowra AWS,51,260,0,0,0,0,0,0,2009-09-22,06:18:00,2009,9,1
0,-34.5484,150.3679,MOSS VALE,NSW,Moss Vale AWS,59,290,0,0,0,0,0,0,2009-09-22,06:49:00,2009,9,1
0,-34.4234,150.8929,TOWN OF WOLLONGONG,NSW,Wollongong AWS,52,300,0,0,0,0,0,0,2009-09-22,07:10:00,2009,9,1
0,-33.9484,151.1762,SYDNEY (KINGSFORD-SMITH) AIRPORT,NSW,Reports from SAMU,49,0,0,0,0,0,0,0,2009-09-22,08:30:00,2009,9,1
0,-34.9734,149.0346,MURRUMBATEMAN,NSW,Spotter? Media?,0,0,0,0,0,0,0,0,2009-09-22,12:00:00,2009,9,1
0,-31.0817,150.8511,TAMWORTH AIRPORT,NSW,Tamworth AWS,50,300,0,0,0,0,0,0,2009-10-02,06:05:00,2009,10,1
0,-31.7416,150.7937,MURRURUNDI GAP,NSW,Murrurundi AWS,49,300,0,0,0,0,0,0,2009-10-02,05:39:00,2009,10,1
0,-31.7416,150.7937,MURRURUNDI GAP,NSW,Murrurundi AWS,60,310,0,0,0,0,0,0,2009-10-02,05:51:00,2009,10,1
0,-29.6817,152.9678,SWAN CREEK,NSW,Spotter,0,0,0,0,0,0,0,0,2009-10-05,05:20:00,2009,10,1
0,-15.7844,128.7133,KUNUNURRA AERODROME,WA,Kununurra AWS,52,87,0,0,0,0,0,0,2010-04-28,09:41:00,2010,4,3
0,-15.7844,128.7133,KUNUNURRA AERODROME,WA,Kununurra AWS,53,197,0,0,0,0,0,0,2010-01-31,08:51:00,2010,1,2
0,-15.5053,128.1519,WYNDHAM AERODROME,WA,Wyndham AWS,67,193,0,0,0,0,0,0,2010-01-31,09:10:00,2010,1,2
0,-32.9185,151.7985,Nobbys,NSW,Nobbys AWS,50,290,0,0,0,0,0,0,2009-10-14,04:24:00,2009,10,1
0,-31.5651,147.2012,NYNGAN,NSW,Storm Spotter,0,0,0,0,0,0,0,0,2009-10-25,08:00:00,2009,10,1
0,-33.6817,151.2346,PITTWATER,NSW,SES Operations,0,0,0,0,0,0,0,0,2009-11-20,03:02:00,2009,11,1
0,-33.7484,150.7512,PENRITH,NSW,Penrith AWS,51,360,0,0,0,0,0,0,2009-11-20,05:25:00,2009,11,1
0,-32.1317,150.3511,MERRIWA,NSW,Merriwa AWS,55,270,0,0,0,0,0,0,2009-11-20,05:38:00,2009,11,1
0,-33.6817,151.2346,PITTWATER,NSW,SES Operations,0,0,0,0,0,0,0,0,2009-11-20,06:10:00,2009,11,1
0,-32.8317,151.3511,CESSNOCK,NSW,CEssnock AWS,50,0,0,0,0,0,0,0,2009-11-20,07:38:00,2009,11,1
0,-33.6484,151.2846,CHURCH POINT,NSW,SES Operations,0,0,0,0,0,0,0,0,2009-11-20,08:40:00,2009,11,1
0,-32.8317,151.3511,CESSNOCK,NSW,SES Operations,0,0,0,0,0,0,0,0,2009-11-20,08:40:00,2009,11,1
0,-33.6151,151.3095,PITTWATER,NSW,Spotter,55,0,0,0,0,0,0,0,2009-11-20,05:30:00,2009,11,1
21,-25.25,130.9667,YULARA,NT,AWS,63,250,49,250,0,0,0,0,2009-09-16,08:43:00,2009,9,1
0,-25.3167,131.75,CURTIN SPRINGS,NT,Station Owner,60,0,0,0,0,0,0,0,2009-09-16,08:30:00,2009,9,1
16,-16.0742,136.3025,BORROLOOLA AERODROME,NT,AWS,59,100,33,100,0,0,0,0,2009-11-01,06:46:00,2009,11,1
3,-15.811,136.6754,MCARTHUR RIVER,NT,AWS,43,120,25,120,0,0,0,0,2009-11-01,05:09:00,2009,11,1
11,-25.25,130.9667,YULARA,NT,AWS,49,320,29,320,0,0,0,0,2009-11-02,06:47:00,2009,11,1
29,-16.0742,136.3025,BORROLOOLA AERODROME,NT,AWS,65,100,41,100,0,0,0,0,2009-11-13,07:23:00,2009,11,1
0,-12.4101,130.8768,DARWIN INTERNATIONAL AIRPORT,NT,,0,0,0,0,0,0,0,0,2009-11-15,06:40:00,2009,11,1
3,-12.6441,131.0917,NOONAMAH,NT,,28,130,20,130,0,0,0,0,2009-11-18,07:21:00,2009,11,1
10,-23.8045,133.9037,ALICE SPRINGS AIRPORT,NT,,48,350,16,350,0,0,0,0,2009-11-20,05:49:00,2009,11,1
10,-23.8045,133.9037,ALICE SPRINGS AIRPORT,NT,,48,350,16,350,0,0,0,0,2009-11-20,05:49:00,2009,11,1
28,-23.275,129.3834,KINTORE,NT,AWS,40,300,28,300,0,0,0,0,2009-11-20,06:58:00,2009,11,1
5,-43.492,147.142,CAPE BRUNY LIGHTHOUSE,TAS,Bureau co-operative observer,62,200,0,0,0,0,0,0,2006-02-17,06:00:00,2006,2,2
0,-12.4626,130.8429,DARWIN CITY,NT,Cruise Ship anemometer,69,0,0,0,0,0,0,0,2009-12-01,07:00:00,2009,12,2
0,-12.4821,130.8286,PORT DARWIN,NT,Davis anemometer,58,0,0,0,0,0,0,0,2009-12-01,06:50:00,2009,12,2
7,-25.25,130.9667,YULARA,NT,AWS,53,260,37,260,0,0,0,0,2009-12-07,11:16:00,2009,12,2
23,-12.599,131.3261,MIDDLE POINT,NT,AWS,49,200,29,200,0,0,0,0,2009-12-08,07:37:00,2009,12,2
21,-12.599,131.3261,Territory Grape Farm,NT,AWS,49,210,231,210,0,0,0,0,2009-12-09,07:39:00,2009,12,2
17,-13.0572,131.027,BATCHELOR AIRFIELD,NT,AWS,54,160,26,160,0,0,0,0,2009-12-10,10:03:00,2009,12,2
17,-13.0572,131.027,BATCHELOR AIRFIELD,NT,AWS,54,160,26,160,0,0,0,0,2009-12-10,10:03:00,2009,12,2
12,-25.25,130.9667,YULARA,NT,AWS,64,340,43,310,0,0,0,0,2009-12-23,06:48:00,2009,12,2
0,-12.9138,131.6732,ANNABURROO HOMESTEAD,NT,,50,0,0,0,0,0,0,0,2010-01-17,07:00:00,2010,1,2
0,-12.7624,130.5251,DUNDEE DOWNS,NT,,48,0,0,0,0,0,0,0,2010-01-17,08:30:00,2010,1,2
0,-12.7624,130.5251,DUNDEE DOWNS,NT,,53,0,0,0,0,0,0,0,2010-01-27,14:55:00,2010,1,2
0,-12.4626,130.8429,DARWIN CITY,NT,,63,0,0,0,0,0,0,0,2010-01-27,14:55:00,2010,1,2
60,-11.1,133.0,Mc Cluer Is AWS,NT,AWS,49,230,32,230,0,0,0,0,2010-01-30,00:00:00,2010,1,2
0,-16.4053,131.0125,VICTORIA RIVER DOWNS,NT,,50,0,0,0,0,0,0,0,2010-02-02,08:00:00,2010,2,2
28,-25.0306,128.3,GILES METEOROLOGICAL STATION,WA,AWS,51,10,35,10,0,0,0,0,2010-02-05,06:18:00,2010,2,2
0,-12.763,131.1517,ACACIA HILLS,NT,,53,0,0,0,0,0,0,0,2010-02-05,08:20:00,2010,2,2
0,-12.4101,130.8768,DARWIN INTERNATIONAL AIRPORT,NT,,68,0,0,0,0,0,0,0,2010-03-25,08:20:00,2010,3,3
10,-34.2591,137.7555,ARTHURTON,SA,,0,0,0,0,0,0,0,0,2009-06-23,19:00:00,2009,6,4
3,-23.8045,133.9037,ALICE SPRINGS AIRPORT,NT,AWS,27,230,17,230,0,0,0,0,2010-04-05,09:39:00,2010,4,3
390,-33.2817,151.5678,NORAH HEAD,NSW,M. Campbell,51,180,0,0,0,0,0,0,2009-10-12,13:10:00,2009,10,1
0,-36.6881,147.1444,TAWONGA,VIC,Fiona Cooper,48,225,0,0,0,0,0,0,2009-01-22,04:55:00,2009,1,2
0,-34.7485,146.5512,NARRANDERA,NSW,AWS,54,300,40,300,0,0,0,0,2009-11-26,02:02:00,2009,11,1
0,-33.3817,148.0012,FORBES,NSW,AWS,59,270,41,270,0,0,0,0,2009-11-26,04:15:00,2009,11,1
0,-33.1317,148.1679,PARKES,NSW,AWS,53,260,40,280,0,0,0,0,2009-11-26,04:36:00,2009,11,1
0,-29.1151,153.4345,EVANS HEAD,NSW,Spotter,50,0,0,0,0,0,0,0,2009-12-10,06:40:00,2009,12,2
40,-29.7317,151.7511,GLEN INNES,NSW,SES,0,0,0,0,0,0,0,0,2009-12-14,04:00:00,2009,12,2
50,-30.6415,152.9906,NAMBUCCA HEADS,NSW,Spotter,57,0,0,0,0,0,0,0,2009-12-14,12:00:00,2009,12,2
0,-34.6985,146.5179,NARRANDERA-LEETON AERODROME,NSW,AWS,52,320,42,310,0,0,0,0,2009-12-17,03:19:00,2009,12,2
0,-34.6985,146.5179,NARRANDERA-LEETON AERODROME,NSW,AWS,48,300,37,300,0,0,0,0,2009-12-17,04:02:00,2009,12,2
0,-36.0652,146.9347,ALBURY AIRPORT,NSW,AWS,58,310,41,310,0,0,0,0,2009-12-17,03:46:00,2009,12,2
0,-34.2485,146.0679,GRIFFITH AIRPORT,NSW,AWS,49,300,36,300,0,0,0,0,2009-12-17,03:57:00,2009,12,2
0,-34.5318,144.818,HAY AIRPORT,NSW,AWS,49,330,33,250,0,0,0,0,2009-12-17,03:13:00,2009,12,2
0,-34.5985,146.4179,YANCO,NSW,AWS,48,310,35,310,0,0,0,0,2009-12-17,04:42:00,2009,12,2
0,-35.1318,147.4179,WAGGA WAGGA AERODROME,NSW,AWS,54,270,33,270,0,0,0,0,2009-12-17,05:23:00,2009,12,2
0,-33.3817,148.0012,FORBES,NSW,AWS,54,310,40,310,0,0,0,0,2009-12-17,06:52:00,2009,12,2
0,-31.4985,143.368,WILCANNIA AERODROME,NSW,AWS,61,270,46,270,0,0,0,0,2009-12-17,06:02:00,2009,12,2
0,-32.5651,151.1678,SINGLETON,NSW,SES/media,0,0,0,0,0,0,0,0,2009-12-21,06:50:00,2009,12,2
30,-30.5151,151.665,ARMIDALE,NSW,Weatherzone,0,0,0,0,0,0,0,0,2010-01-03,01:30:00,2010,1,2
0,-35.1318,147.4179,WAGGA WAGGA AERODROME,NSW,AWS,51,270,39,270,0,0,0,0,2010-01-05,00:43:00,2010,1,2
0,-31.2651,149.2679,COONABARABRAN,NSW,SES,0,0,0,0,0,0,0,0,2010-01-10,07:00:00,2010,1,2
0,-30.9484,150.2511,GUNNEDAH AERODROME,NSW,AWS,50,40,40,40,0,0,0,0,2010-01-13,07:46:00,2010,1,2
0,-31.7651,150.8345,MURRURUNDI,NSW,AWS,48,310,25,310,0,0,0,0,2010-01-17,04:38:00,2010,1,2
0,-32.0484,150.8678,SCONE,NSW,AWS,50,320,23,320,0,0,0,0,2010-01-17,04:57:00,2010,1,2
0,-29.6817,152.9345,GRAFTON,NSW,SES,0,0,0,0,0,0,0,0,2010-01-17,05:00:00,2010,1,2
0,-31.4651,152.7345,WAUCHOPE,NSW,SES,0,0,0,0,0,0,0,0,2010-01-17,03:00:00,2010,1,2
0,-28.8817,153.0511,CASINO AIRPORT,NSW,AWS,49,270,32,270,0,0,0,0,2010-01-27,05:04:00,2010,1,2
0,-28.8984,152.7178,MALLANGANEE,NSW,Spotter,0,0,0,0,0,0,0,0,2010-01-27,05:00:00,2010,1,2
0,-28.7817,153.1678,FERNSIDE,NSW,Spotter,59,0,0,0,0,0,0,0,2010-01-27,05:20:00,2010,1,2
0,-28.8484,153.0511,CASINO,NSW,Spotter,0,0,0,0,0,0,0,0,2010-01-27,05:00:00,2010,1,2
20,-33.2817,149.1012,ORANGE,NSW,Weatherzone,0,0,0,0,0,0,0,0,2010-01-27,04:55:00,2010,1,2
0,-32.7817,151.3345,CESSNOCK AERODROME,NSW,AWS,49,150,32,200,0,0,0,0,2010-06-28,09:14:00,2010,6,4
0,-31.2317,151.0178,LOOMBERAH,NSW,Spotter,40,0,0,0,0,0,0,0,2010-06-28,07:30:00,2010,6,4
0,-32.2067,148.5762,DUBBO AIRPORT,NSW,AWS,55,70,36,70,0,0,0,0,2010-01-31,08:48:00,2010,1,2
0,-36.1651,149.3346,NUMERALLA,NSW,Storm spotter,54,0,0,0,0,0,0,0,2010-02-10,05:10:00,2010,2,2
0,-34.6651,150.8512,KIAMA,NSW,AWS,56,210,34,210,0,0,0,0,2010-02-12,05:00:00,2010,2,2
0,-34.7484,150.8346,GERRINGONG,NSW,SES,0,0,0,0,0,0,0,0,2010-02-12,05:00:00,2010,2,2
15,-33.8651,150.9512,FAIRFIELD,NSW,SES,0,0,0,0,0,0,0,0,2010-02-12,04:30:00,2010,2,2
0,-33.1317,148.1679,PARKES,NSW,Weatherzone,0,0,0,0,0,0,0,0,2010-02-12,05:00:00,2010,2,2
0,-30.3151,149.5678,CULGOORA,NSW,Spotter,51,0,0,0,0,0,0,0,2010-02-23,04:15:00,2010,2,2
30,-30.9651,151.3511,WOOLBROOK,NSW,Spotter,54,0,0,0,0,0,0,0,2010-02-23,07:30:00,2010,2,2
0,-30.8485,143.0846,WHITE CLIFFS,NSW,AWS,52,60,34,50,0,0,0,0,2010-02-26,06:01:00,2010,2,2
0,-30.8485,143.0846,WHITE CLIFFS,NSW,AWS,55,100,34,70,0,0,0,0,2010-02-26,07:45:00,2010,2,2
0,-28.6317,153.6345,CAPE BYRON,NSW,AWS,48,210,29,170,0,0,0,0,2010-06-02,22:45:00,2010,6,4
5,-29.0388,134.7216,COOBER PEDY AERODROME,SA,,51,310,23,310,0,0,0,0,2009-08-15,21:34:00,2009,8,4
5,-37.1643,139.7568,ROBE,SA,,52,360,20,360,0,0,0,0,2009-08-16,01:10:00,2009,8,4
5,-34.4707,138.9959,NURIOOTPA,SA,,56,330,20,330,0,0,0,0,2009-08-16,01:44:00,2009,8,4
5,-30.5924,138.4003,LEIGH CREEK,SA,,51,280,25,270,0,0,0,0,2009-09-16,20:27:00,2009,9,1
10,-29.6477,138.0649,MARREE,SA,,67,250,40,250,0,0,0,1,2009-09-16,20:10:00,2009,9,1
2,-30.7081,134.5701,TARCOOLA,SA,,53,330,20,330,0,0,0,0,2009-11-19,17:10:00,2009,11,1
5,-29.0388,134.7216,COOBER PEDY AERODROME,SA,,49,290,18,300,0,0,0,0,2009-11-19,00:00:00,2009,11,1
10,-35.0841,137.7446,EDITHBURGH,SA,,55,310,32,310,0,0,0,0,2009-11-19,21:30:00,2009,11,1
5,-36.9554,139.7078,CAPE JAFFA,SA,,53,10,20,360,0,0,0,0,2009-11-19,22:00:00,2009,11,1
3,-37.7467,140.7851,MOUNT GAMBIER AIRPORT,SA,,50,350,25,350,0,0,0,0,2010-06-11,00:00:00,2010,6,4
5,-37.7467,140.7851,MOUNT GAMBIER AIRPORT,SA,,53,320,25,320,0,0,0,0,2009-11-20,02:30:00,2009,11,1
20,-36.726,147.1478,TAWONGA SOUTH,VIC,Fiona Cooper,49,315,0,0,0,0,0,0,2010-06-17,03:00:00,2010,6,4
10,-36.3624,146.6879,BEECHWORTH,VIC,Marjorie Dixon,54,315,0,0,0,0,0,0,2010-06-17,02:30:00,2010,6,4
5,-40.122,148.016,WHITEMARK,TAS,Bureau automatic weather station,55,300,37,270,0,0,0,0,2007-05-03,06:46:00,2007,5,3
10,-41.04,145.828,SOMERSET,TAS,Members of the public,0,0,0,0,0,0,0,0,2007-05-02,22:50:00,2007,5,3
20,-40.947,145.635,BOAT HARBOUR,TAS,Member of the public,0,0,0,0,0,0,320,2,2009-04-14,20:15:00,2009,4,3
10,-40.99,145.722,WYNYARD,TAS,Member of the public,46,350,24,250,0,0,340,1,2009-04-14,20:25:00,2009,4,3
3,-41.168,146.429,DEVONPORT AIRPORT,TAS,Bureau automatic weather station,63,290,49,290,0,0,340,0,2009-04-14,21:15:00,2009,4,3
3,-41.383,146.324,SHEFFIELD,TAS,Bureau automatic weather station,59,300,39,310,0,0,340,0,2009-04-14,21:15:00,2009,4,3
10,-41.527,146.836,WESTBURY,TAS,Member of the public,0,0,0,0,1300,200,340,0,2009-04-14,21:45:00,2009,4,3
10,-41.001,147.07,LULWORTH,TAS,Member of the public,0,0,0,0,0,35,320,1,2009-04-14,21:55:00,2009,4,3
0,-41.221,148.021,LOTTAH,TAS,Storm spotter,0,0,0,0,100,0,320,0,2009-04-14,22:50:00,2009,4,3
20,-41.163,147.51,SCOTTSDALE,TAS,Members of the public,0,0,0,0,0,0,320,0,2009-04-14,22:10:00,2009,4,3
20,-41.082,147.936,PIONEER,TAS,Bureau co-operative observer and storm spotter,0,0,0,0,0,0,320,0,2009-04-14,22:30:00,2009,4,3
1,-39.88,143.881,KING ISLAND AIRPORT,TAS,Bureau automatic weather station,62,300,310,45,0,0,0,0,2009-08-20,21:25:00,2009,8,4
1,-40.901,144.649,GREEN POINT,TAS,Member of the public,0,0,0,0,0,0,0,0,2009-08-20,21:25:00,2009,8,4
3,-40.844,145.12,SMITHTON,TAS,Bureau automatic weather station,44,350,33,350,0,0,0,0,2009-08-20,22:35:00,2009,8,4
3,-40.99,145.722,WYNYARD,TAS,Bureau automatic weather station,29,360,20,330,0,0,0,0,2009-08-20,22:35:00,2009,8,4
16,-41.178,146.359,DEVONPORT,TAS,Bureau automatic weather station,41,350,31,350,0,0,0,0,2009-08-21,00:00:00,2009,8,4
10,-41.383,146.324,SHEFFIELD,TAS,Bureau automatic weather station,45,10,30,10,0,0,0,0,2009-08-21,00:00:00,2009,8,4
6,-42.154,145.326,STRAHAN,TAS,Bureau automatic weather station,53,290,38,290,0,0,0,0,2009-08-24,18:29:00,2009,8,4
0,-37.6838,144.5834,MELTON,VIC,,55,0,0,0,0,0,0,0,2009-11-20,00:00:00,2009,11,1
0,-37.514,141.4436,WANDO VALE,VIC,Jean McCallum,0,0,0,0,6000,500,0,0,2009-12-31,07:00:00,2009,12,2
0,-38.3461,141.6019,PORTLAND,VIC,David Tucek - SES,0,0,0,0,0,0,0,0,2010-01-16,18:30:00,2010,1,2
0,-38.0386,145.1118,EDITHVALE,VIC,SES,0,0,0,0,0,0,0,0,2010-01-17,13:15:00,2010,1,2
0,-37.0479,143.7347,MARYBOROUGH,VIC,Graham Coates,0,0,0,0,1000,100,315,0,2010-01-31,03:10:00,2010,1,2
0,-36.7177,144.249,EAGLEHAWK,VIC,SES,0,0,0,0,0,0,0,0,2010-02-09,08:00:00,2010,2,2
0,-37.24,145.2176,STRATH CREEK,VIC,David Wakefield,0,0,0,0,0,0,0,0,2010-02-10,02:25:00,2010,2,2
0,-36.4924,147.0668,UPPER GUNDOWRING PUBLIC HALL,VIC,,0,0,0,0,0,0,0,0,2010-02-10,06:00:00,2010,2,2
0,-37.7043,144.5702,MELTON SOUTH,VIC,Greg,0,0,0,0,0,0,0,0,2010-02-11,05:00:00,2010,2,2
